	species	NumGI	GIBase	RepSize	Proportion	NumChromosome	NumPlasmid	BioSampleID
1567	Jeotgalibacillus malaysiensis	4.0	109265.0	3516439.0	3.107262773504673	1	1	SAMN02870886
1568	Nocardia cyriacigeorgica	9.0	192447.0	6194645.0	3.106667129431953	2	1	SAMEA2272802,SAMN08458266
1569	Porphyrobacter neustonensis	4.0	95987.0	3090363.0	3.1060105236828166	1	0	SAMN05176187
1570	Rhodococcus sp. WB1	8.0	183754.0	5924026.0	3.101843239715693	1	1	SAMN04606842
1571	Massilia sp. WG5	4.0	186537.0	6013801.0	3.1018153078227897	1	2	SAMN04017855
1572	Dehalogenimonas formicexedens	2.0	64762.0	2092789.0	3.0945307912073314	1	0	SAMN04881314
1573	Taylorella asinigenitalis	1.0	50544.0	1638559.0	3.0846615837452296	1	0	SAMN02602982
1574	Lactobacillus lindneri	1.5	43269.5	1403182.5	3.0821387843348518	2	4	SAMN04505734,SAMN04505733
1575	Colwellia psychrerythraea	7.0	165362.0	5373180.0	3.077544396428186	1	0	SAMN02604001
1576	Thermodesulfobium narugense	4.0	58355.0	1898865.0	3.0731515931885625	1	0	SAMN00713612
1577	Candidatus Koribacter versatilis	11.0	173631.0	5650368.0	3.072914896870434	1	0	SAMN02598354
1578	Burkholderia seminalis	5.0	101036.0	3277699.0	3.0726751097741296	3	0	SAMN03449243
1579	Streptomyces albulus	8.5	295771.0	9572429.0	3.071387217544017	3	1	SAMN02709029,SAMN03276531,SAMN03445854
1580	Paenibacillus sp. JDR-2	6.0	220644.0	7184930.0	3.0709276221201876	1	0	SAMN00000047
1581	Basilea psittacipulmonis	2.0	59993.0	1959069.0	3.062321949864961	1	0	SAMN02940631
1582	Paenibacillus sp. FSL R7-0273	9.0	222963.0	7288921.0	3.0589301214816293	1	0	SAMN02996605
1583	Cellulomonas fimi	5.0	130321.0	4266344.0	3.054629443851691	1	0	SAMN00713615
1584	Lutibacter sp. LPB0138	3.0	104347.0	3426122.0	3.0456300155102474	1	0	SAMN05726020
1585	Hafnia alvei	8.0	141255.0	4627792.0	3.037897101024863	3	1	SAMN02951885,SAMN04886742,SAMN07206916
1586	Trueperella pyogenes	2.0	70089.33333333333	2302235.3333333335	3.0370051802168554	6	0	SAMN02689492,SAMN03275449,SAMN04005491,SAMN08892324,SAMN08959312,SAMN08969160
1587	Enterobacter sp. R4-368	6.0	152867.0	5039027.0	3.033661061947078	1	1	SAMN02603907
1588	Campylobacter coli	2.75	53884.25	1737139.5	3.0276357926259534	20	32	SAMN02603234,SAMN02603390,SAMN02743856,SAMN02743854,SAMN03381357,SAMN04202590,SAMN04271271,SAMN04883459,SAMN05544801,SAMN05942180,SAMN05942182,SAMN05942184,SAMN05942178,SAMN05942188,SAMN05942181,SAMN06177343,SAMN06456893,SAMN03580886,SAMN08160608,SAMN08663432
1589	Burkholderia lata	3.2	99974.8	3163919.0	3.026398691648201	6	0	SAMN02598262,SAMN03449255
1590	Pseudomonas parafulva	6.0	153813.0	5087619.0	3.023280634811687	3	0	SAMN03107785,SAMN06447730,SAMN09812380
1591	Paenibacillus graminis	8.0	216620.0	7166464.0	3.022690130027863	1	0	SAMN02996720
1592	Lacimicrobium alkaliphilum	5.0	132265.0	4378835.0	3.0205522701814522	1	0	SAMN04324273
1593	Legionella hackeliae	3.0	103790.0	3440975.0	3.016296253242177	1	1	SAMEA2785664
1594	Corynebacterium glyciniphilum	4.0	105328.0	3509786.0	3.000980686571774	1	1	SAMN03081498
1595	Streptomyces sp. 769	10.0	302920.0	10100774.0	2.9989780981140655	1	1	SAMN03275450
1596	Listeria monocytogenes	3.888888888888889	89136.40277777778	2957286.388888889	2.994289555569993	153	36	SAMN02603980,SAMN02603154,SAMN02603721,SAMEA2272134,SAMN02603776,SAMN00013319,SAMN00012880,SAMN00769971,SAMN02641382,SAMN01816124,SAMN01813900,SAMEA3138329,SAMEA2271969,SAMEA2272406,SAMEA2272627,SAMN02604342,SAMN02604190,SAMEA2272785,SAMEA2272571,SAMEA2272506,SAMEA2271997,SAMEA2272672,SAMEA2272177,SAMEA2272305,SAMEA2272689,SAMEA2272544,SAMN02203126,SAMN02203127,SAMN02203122,SAMN02203124,SAMN02203123,SAMN02203128,SAMN02203125,SAMN02203129,SAMN02203130,SAMN05771122,SAMN05771116,SAMN05771121,SAMN05771120,SAMN05771119,SAMN05771118,SAMN02743815,SAMN02743817,SAMEA3138937,SAMEA3138952,SAMN02689320,SAMEA3138991,SAMN02318985,SAMN03003922,SAMN03177401,SAMN03073546,SAMN03372633,SAMN02689388,SAMN02569973,SAMN02713647,SAMN02712416,SAMN02713648,SAMN02713668,SAMN02713644,SAMN02713641,SAMN03002783,SAMN03255438,SAMN02997429,SAMN04286628,SAMN04286629,SAMN04286630,SAMN04286631,SAMN04286632,SAMN04348333,SAMN04348332,SAMN04348334,SAMN04387840,SAMN03002779,SAMN02666871,SAMN04452088,SAMN04452089,SAMN03579634,SAMN03386937,SAMN03160826,SAMN02867555,SAMN02867583,SAMN02839425,SAMN04277002,SAMN06297508,SAMN06297509,SAMN06297510,SAMN06297521,SAMN06297522,SAMN06297524,SAMN06297525,SAMN06297526,SAMN06297602,SAMN06297603,SAMN06297604,SAMN06297605,SAMN04884549,SAMN06681248,SAMN03285109,SAMN02990220,SAMN02769705,SAMN02351401,SAMN02347435,SAMN03354355,SAMN02923161,SAMN02944848,SAMN07124746,SAMN07124747,SAMN07124748,SAMN07124749,SAMN07124750,SAMN07124751,SAMN07124752,SAMN07124743,SAMN07124744,SAMN07124745,SAMN07124753,SAMN07124754,SAMN07124755,SAMN07124735,SAMN07124736,SAMN07124737,SAMN07124738,SAMN07124739,SAMN02725209,SAMN07124740,SAMN07124741,SAMN07124742,SAMN02713777,SAMN02713778,SAMN02873948,SAMN07124730,SAMN07124731,SAMN07124732,SAMN07124733,SAMN07124734,SAMN05363481,SAMN02923159,SAMN06339459,SAMN07718437,SAMN07718436,SAMN08056486,SAMN08056485,SAMN08056484,SAMN08056487,SAMN08056488,SAMN08056483,SAMN06920120,SAMN08663437,SAMN08663440,SAMN08125522,SAMN08125521,SAMN08125518,SAMN08125517,SAMN08125520,SAMN08125519,SAMN08125516,SAMN08125515,SAMN09197734,SAMN09760372,SAMN08177723,SAMN07612368,SAMEA44515918,SAMEA104569033
1597	Vibrio harveyi	3.6	90999.6	3096241.2	2.993305994135519	8	5	SAMN03075601,SAMN03996323,SAMN06041746,SAMN08013468
1598	Helicobacter acinonychis	2.0	46481.0	1553927.0	2.991195854116699	1	1	SAMEA3138199
1599	Nocardia farcinica	8.0	159294.5	4834993.5	2.9886656827097164	3	8	SAMD00061069,SAMEA2498477,SAMN09723209
1600	Herbaspirillum seropedicae	5.333333333333333	163026.66666666666	5480759.333333333	2.988038076223875	3	0	SAMN02603247,SAMN03779333,SAMN03431268
1601	Elizabethkingia anophelis	4.166666666666667	120628.66666666667	3992652.3333333335	2.988032514389302	19	1	SAMN02470679,SAMN02470988,SAMN03704061,SAMN04567744,SAMN04590540,SAMN04567738,SAMN04567745,SAMN04254539,SAMN05255122,SAMN05273152,SAMN05277779,SAMN04482265,SAMN02470677,SAMN04482309,SAMN04875535,SAMN07625922,SAMN07625921,SAMN03996277,SAMN03996278
1602	Pantoea sp. At-9b	7.0	130508.0	4368708.0	2.987336301716663	1	5	SAMN00002769
1603	Niastella koreensis	6.0	269802.0	9033684.0	2.986622069135914	1	0	SAMN02232043
1604	Streptomyces violaceusniger	13.0	318264.0	10657107.0	2.986401468991538	1	2	SAMN00016986
1605	Devosia sp. H5989	5.0	136968.0	4594249.0	2.9812924810997403	1	0	SAMN03487588
1606	Planococcus plakortidis	3.0	97157.0	3261818.0	2.9786149932338346	1	0	SAMN05366384
1607	Bordetella bronchiseptica	5.75	155588.75	5193217.0	2.9779335989913056	13	0	SAMEA1705943,SAMEA2272800,SAMEA2272388,SAMD00000333,SAMN05333722,SAMN06124593,SAMN03996258,SAMN06756669,SAMN06756668,SAMN06688240,SAMN06688239,SAMN06688244,SAMN06688238
1608	Persephonella marina	2.0	57373.0	1930284.0	2.9722569321405556	1	1	SAMN02604029
1609	Jonesia denitrificans	3.0	81718.0	2749646.0	2.971946206893542	3	0	SAMN02598439,SAMN06173314,SAMEA3905375
1610	Corallococcus coralloides	9.0	298704.0	10080619.0	2.9631513699704355	1	0	SAMN02603593
1611	Caulobacter henricii	3.0	114324.0	3864204.0	2.958539455991454	1	1	SAMN04208552
1612	Serratia sp. YD25	8.0	151236.0	5117644.0	2.9551879732158	1	0	SAMN04226521
1613	Sodalis praecaptivus	4.0	139033.0	4709528.0	2.952164208387762	1	1	SAMN02641639
1614	Haemophilus parainfluenzae	2.0	61410.0	2086875.0	2.9426774483378257	2	0	SAMEA3138384,SAMN09760371
1615	Alcanivorax sp. NBRC 101098	6.0	90876.0	3095417.0	2.935824155517657	1	0	SAMD00018424
1616	beta proteobacterium CB	5.0	60057.0	2045720.0	2.935739006315625	1	0	SAMN02641529
1617	Anaeromyxobacter dehalogenans	5.5	147583.5	5021404.0	2.93543929346017	2	0	SAMN02598274,SAMN00000050
1618	Campylobacter jejuni	2.0495049504950495	49280.207920792076	1664903.3168316833	2.9347022001154763	140	28	SAMEA1705929,SAMN02604007,SAMN02604044,SAMN02603008,SAMN02603425,SAMN02603174,SAMN02470701,SAMN02603954,SAMN02604234,SAMEA2271917,SAMN02179883,SAMN02603725,SAMN02603726,SAMN02603724,SAMN02603723,SAMEA2272246,SAMN02864993,SAMN02376799,SAMN02316405,SAMN02316408,SAMN02316406,SAMN02316407,SAMN02316409,SAMN03216760,SAMN03216761,SAMN03216762,SAMN03216759,SAMN03344735,SAMN03652757,SAMN03652743,SAMN04054191,SAMN03838469,SAMEA2479571,SAMN03246034,SAMN03246003,SAMN03246049,SAMN03246051,SAMN03246026,SAMN03246036,SAMN03246041,SAMN03246015,SAMN03246039,SAMN03246009,SAMN03246018,SAMN03246050,SAMN03246030,SAMN03246045,SAMN03246047,SAMN03246044,SAMN03246046,SAMN03246024,SAMN03246022,SAMN03246012,SAMN03246013,SAMN03246052,SAMN03246057,SAMN03246043,SAMN03246053,SAMN03246035,SAMN03246008,SAMN03246016,SAMN03246028,SAMN03246020,SAMN03246042,SAMN03246027,SAMN03246038,SAMN03246055,SAMN03246017,SAMN03246023,SAMN03246054,SAMN03246048,SAMN03246019,SAMN03246021,SAMN03246007,SAMN03246033,SAMN03246037,SAMN03246031,SAMN03246004,SAMN03246056,SAMN03246010,SAMN03246025,SAMN03246040,SAMN03246011,SAMN03246014,SAMN03246029,SAMN03246032,SAMN03246006,SAMN04455262,SAMN04545450,SAMN04545451,SAMN04323384,SAMN05544802,SAMN03380191,SAMN03380192,SAMN03380193,SAMN05830826,SAMN05942183,SAMN05942187,SAMN05942179,SAMN02990965,SAMN05942186,SAMN05942185,SAMN02630630,SAMN02630631,SAMN02630632,SAMN02630633,SAMN02630634,SAMN02630635,SAMN06449041,SAMN06554007,SAMN06290126,SAMN04875588,SAMN04875589,SAMN04875591,SAMN04875592,SAMN05411282,SAMN07357094,SAMN07357174,SAMN07304762,SAMN07357073,SAMN03580887,SAMN07312466,SAMN07312465,SAMN08663442,SAMN08849677,SAMN08849631,SAMN08849650,SAMN08849636,SAMN05831970,SAMN05831978,SAMN05831969,SAMN05831994,SAMN05831976,SAMN05831983,SAMN05831985,SAMN05831988,SAMN05831990,SAMN05831991,SAMN05831989,SAMN10034081,SAMEA3672890
1619	Deinococcus radiodurans	3.0	49323.666666666664	1902576.0	2.9333387147658656	4	4	SAMN02603976,SAMN04562548
1620	Gordonia sp. KTR9	7.0	159499.0	5441391.0	2.9312174037851717	1	3	SAMN02603183
1621	Geobacter bemidjiensis	5.0	135185.0	4615150.0	2.9291572321593016	1	0	SAMN02598400
1622	Stanieria cyanosphaera	6.0	147654.0	5041209.0	2.928940260163782	1	5	SAMN02261352
1623	Aerococcus urinae	1.5	60617.5	2027618.0	2.923619427139033	2	0	SAMN00100756,SAMN04419113
1624	Pseudomonas knackmussii	12.0	179480.0	6162905.0	2.9122629668962934	1	0	SAMEA3139009
1625	Mycobacterium fortuitum	11.0	181627.0	6254616.0	2.903887304992025	1	0	SAMN03464915
1626	Oenococcus oeni	5.0	51594.0	1780517.0	2.8976976911762145	2	0	SAMN02598484,SAMN08545569
1627	Cyanothece sp. PCC 7822	10.0	176515.0	6091620.0	2.897669257110588	1	6	SAMN00000663
1628	Streptomyces sp. PAMC 26508	5.0	217402.0	7526197.0	2.888603633415389	1	1	SAMN01821993
1629	Streptomyces sp. Tue 6075	10.0	229041.0	7931832.0	2.8876178920582283	1	0	SAMN03295241
1630	Mycoplasma pullorum	1.0	29062.0	1007172.0	2.8855051570138963	1	0	SAMN05938804
1631	Streptomyces reticuli	9.0	240978.0	8353915.0	2.884611586304146	1	3	SAMEA3707210
1632	Chromobacterium violaceum	8.0	137038.0	4751080.0	2.8843547151384525	2	0	SAMN02603528,SAMN07775572
1633	Mycoplasma flocculare	1.0	22458.0	778866.0	2.8834228224110436	1	0	SAMN02730214
1634	Actinoplanes sp. N902-109	9.0	266036.0	9228054.0	2.882904673076252	1	0	SAMN02603860
1635	Neisseria elongata	5.0	64903.0	2256647.0	2.8760811947991867	4	0	SAMN02797820,SAMN09704973,SAMN09704972,SAMEA53328418
1636	Francisella sp. MA067296	5.0	52422.0	1824527.0	2.873183022229871	1	1	SAMN05363344
1637	Chelativorans sp. BNC1	4.0	126545.0	4412446.0	2.8679104514820124	1	3	SAMN02598260
1638	Streptomyces bingchenggensis	18.0	342030.0	11936683.0	2.865368880115188	1	0	SAMN02603683
1639	Enterococcus casseliflavus	4.0	98008.0	3427276.0	2.8596471366764744	2	1	SAMN02596921,SAMN10174870
1640	Pseudomonas mendocina	8.666666666666666	148679.66666666666	5209102.0	2.8576612422840597	5	1	SAMN02598392,SAMN02603190,SAMN02728191,SAMN07680256,SAMN08683323
1641	Chlorobium chlorochromatii	2.0	73411.0	2572079.0	2.854150280765093	1	0	SAMN02598328
1642	Spirosoma radiotolerans	3.0	200418.0	7029352.0	2.8511589688494756	1	0	SAMN03273316
1643	Riemerella anatipestifer	3.375	62196.25	2192532.0	2.8377952469887284	10	0	SAMN00138930,SAMN02603017,SAMN02602991,SAMN02603758,SAMN02602992,SAMN03081473,SAMN02704887,SAMN03768359,SAMN03761967,SAMEA4063029
1644	Advenella kashmirensis	3.0	123727.0	4365995.0	2.833878646219247	1	1	SAMN01940915
1645	Leuconostoc carnosum	2.0	46559.0	1645096.0	2.830169181616149	1	4	SAMN02603179
1646	Vibrio breoganii	3.5	52011.5	2075619.0	2.8290582609994672	2	1	SAMN04867928
1647	Pseudomonas sp. Os17	7.0	194388.0	6885464.0	2.8231648586064786	1	0	SAMD00018365
1648	Mycobacterium vaccae	6.0	175934.0	6235754.0	2.8213749291585266	1	0	SAMN03702434
1649	Streptomyces lividans	12.0	235192.0	8345283.0	2.8182627239843154	1	0	SAMN02947304
1650	Geobacter sp. M21	7.0	133677.0	4745806.0	2.8167396644532037	1	0	SAMN00000633
1651	Sphingopyxis sp. QXT-31	5.0	120489.0	4285026.0	2.811861584970546	1	0	SAMN06232497
1652	Dickeya solani	7.0	139647.0	4986350.5	2.803057422781175	5	1	SAMN02597364,SAMN03067133,SAMN04604869,SAMN05829085,SAMN03266541
1653	Streptomyces albus	7.5	214228.75	7676313.0	2.8022014088487524	5	0	SAMN02603310,SAMN03283748,SAMN04053756,SAMN04577683,SAMN09657361
1654	Erwinia tasmaniensis	6.0	108727.0	3883467.0	2.7997405411195717	1	5	SAMEA2272215
1655	Anabaena sp. 90	3.5	64126.5	2574614.5	2.7968330420572993	2	3	SAMN02604187
1656	Alteromonas stellipolaris	6.0	131754.75	4703955.0	2.793894363356303	4	1	SAMN04098991,SAMN04372255,SAMN04874702,SAMN04874701
1657	Pseudothermotoga thermarum	3.0	56853.0	2039943.0	2.7869896364751368	1	0	SAMN02232059
1658	Beggiatoa leptomitoformis	8.0	118717.0	4265296.0	2.7833238302804775	2	0	SAMN03988806,SAMN06173487
1659	Streptomyces sp. SirexAA-E	10.0	205905.0	7414440.0	2.7770809393561753	1	0	SAMN02232054
1660	Salinicoccus halodurans	4.0	77154.0	2778379.0	2.7769429584660696	1	0	SAMN03570113
1661	Moraxella catarrhalis	3.0	53021.666666666664	1897608.6666666667	2.773773746886581	7	1	SAMN02603777,SAMN02870719,SAMN02595593,SAMN04875550,SAMN05949222,SAMN06173317,SAMEA4076728
1662	Agrobacterium fabrum	3.0	66628.5	2458578.5	2.7672653332841284	6	8	SAMN02603108,SAMN10169588,SAMN10169605
1663	Bacillus sp. LM 4-2	2.0	112585.0	4069266.0	2.7667151766436504	1	0	SAMN03394562
1664	Streptomyces sp. FR-008	6.0	196171.0	7090955.0	2.766496191274659	1	2	SAMN03120580
1665	Janthinobacterium sp. 1_2014MBL_MicDiv	7.0	177572.0	6453540.0	2.7515441137732157	1	0	SAMN03496288
1666	Photobacterium gaetbulicola	4.0	82191.0	2954706.5	2.7504698735542297	2	0	SAMN03379852
1667	Clostridium novyi	3.0	70049.0	2547720.0	2.7494779646114957	2	2	SAMN02603464,SAMN09062437
1668	Candidatus Arthromitus sp. SFB-mouse	3.0	44165.5	1603201.0	2.7480743476599025	2	0	SAMD00060989,SAMD00016606
1669	Achromobacter xylosoxidans	7.0	188122.0	6864988.0	2.7403106895452694	4	2	SAMN03996290,SAMN03996305,SAMN03996294,SAMEA3867441
1670	Saccharothrix espanaensis	12.0	256422.0	9360653.0	2.7393601707060395	1	0	SAMEA2272236
1671	Frankia inefficax	10.0	240710.0	8815781.0	2.730444415531647	1	0	SAMN02232023
1672	Polaribacter vadi	4.0	103979.0	3809314.0	2.729599082669478	1	0	SAMN05726018
1673	Cellulophaga baltica	4.5	124839.5	4597822.5	2.726003601778335	2	0	SAMN02208949,SAMN02208950
1674	Bacillus sp. X1(2014)	6.0	93163.0	3422674.0	2.721936123627316	1	0	SAMN02900498
1675	Mycobacterium sp. JS623	8.0	175688.0	6464916.0	2.7175604447142083	1	3	SAMN02261384
1676	Virgibacillus halodenitrificans	5.0	105101.0	3869935.0	2.7158337284734757	2	2	SAMN05953463,SAMN10146795
1677	Kocuria rhizophila	3.0	73069.0	2697540.0	2.7087272107179134	2	0	SAMD00060935,SAMN06173315
1678	Mycoplasma hominis	1.0	18816.0	695214.0	2.7065047596855067	7	0	SAMEA2272593,SAMN03000724,SAMN03112835,SAMN03083652,SAMN03736930,SAMN08362962,SAMN10220033
1679	Clostridium taeniosporum	5.0	88185.0	3264813.0	2.701073537749329	1	3	SAMN05608059
1680	Pseudomonas trivialis	7.0	173889.0	6452803.0	2.6947824069632995	1	0	SAMN03699826
1681	Gemmatimonas aurantiaca	5.0	124943.0	4636964.0	2.694500108260491	1	0	SAMD00060909
1682	Bifidobacterium animalis	3.5294117647058822	52528.529411764706	1946656.4117647058	2.6916409176547256	22	0	SAMN02603485,SAMN02603172,SAMN02603171,SAMN02603131,SAMN02603934,SAMN02604350,SAMN02604239,SAMN02603717,SAMN02603214,SAMN02603215,SAMN02604238,SAMN02603715,SAMN02797738,SAMN02726251,SAMN03273367,SAMN02941905,SAMN04621611,SAMN05631165,SAMN07488464,SAMN09858435,SAMN09684768,SAMN08774047
1683	Paenibacillus sp. FSL R5-0912	13.0	207197.0	7718525.0	2.684411853300987	1	0	SAMN02996515
1684	Actinosynnema mirum	13.0	221411.0	8248144.0	2.6843735996849714	1	0	SAMN00001904
1685	Erwinia gerundensis	4.0	101298.0	3775020.0	2.6833765119125195	1	2	SAMEA3650399
1686	Arcobacter sp. LPB0137	3.0	76904.0	2866429.0	2.68292010721354	1	0	SAMN06075356
1687	Bordetella parapertussis	4.333333333333333	130163.0	4811546.0	2.680868311921142	10	1	SAMEA1705915,SAMEA2272448,SAMN05333721,SAMN06124602,SAMN06688237,SAMN06688234,SAMN06688243,SAMN06688241,SAMN06688235,SAMEA3905385
1688	Planctomyces sp. SH-PL62	6.0	174243.0	6507102.0	2.6777358031271064	1	4	SAMN03417853
1689	Pseudomonas sp. DR 5-09	4.0	171463.0	6427864.0	2.6674957653117737	1	0	SAMN03701340
1690	Rickettsia rickettsii	1.8	33711.9	1265198.5	2.6648109092662557	10	0	SAMN02603768,SAMN02603386,SAMN02603550,SAMN02603553,SAMN02603548,SAMN02603552,SAMN03324097,SAMN03324096,SAMN06133288,SAMN06133287
1691	Listeria ivanovii	3.8	79765.4	2961298.4	2.6645476493770666	7	0	SAMEA3138408,SAMN02743816,SAMN02953499,SAMN02953498,SAMN02953497,SAMEA4362421,SAMEA4475701
1692	Xanthomonas sacchari	4.0	119662.0	4497453.0	2.6606614899588723	1	1	SAMN03273272
1693	Vibrio coralliilyticus	4.0	66745.4	2847677.4	2.658378882525988	8	6	SAMN03010512,SAMN02940923,SAMN05327862,SAMN06626869
1694	Rhodospirillum rubrum	5.0	115472.0	4352825.0	2.6528059363746532	2	1	SAMN02598538,SAMN02603286
1695	Streptomyces lydicus	10.0	235591.5	8754438.0	2.6520919201934237	3	0	SAMN02864172,SAMN05725998,SAMN06251699
1696	Leclercia adecarboxylata	5.0	127341.0	4803917.0	2.6507743576752056	1	0	SAMN04158503
1697	Ramlibacter tataouinensis	3.0	130130.0	4916630.0	2.646731602744156	2	0	SAMN02603053,SAMN03342428
1698	Arthrobacter sp. ATCC 21022	4.0	117366.0	4434904.0	2.6464157961480113	1	0	SAMN04338418
1699	Arcobacter butzleri	3.0	60025.0	2283719.6666666665	2.6440137058417625	4	0	SAMN02604276,SAMN02604193,SAMD00060980,SAMEA4475700
1700	Klebsiella variicola	6.25	142022.25	5392693.25	2.6405772574116915	13	30	SAMN02598515,SAMN03018135,SAMN01174581,SAMN03945398,SAMN04419546,SAMN05361763,SAMN05361854,SAMN05361855,SAMN06909163,SAMN07609116,SAMN09476128,SAMN05341158,SAMN05439979
1701	Mycobacterium avium	8.416666666666666	134881.08333333334	5036778.083333333	2.6365689783161215	19	5	SAMN02604086,SAMN02603981,SAMN02603716,SAMN03067428,SAMN03103573,SAMD00061038,SAMN03067429,SAMN03252100,SAMN03252736,SAMN04544372,SAMN04325949,SAMN03013888,SAMN06111833,SAMN06173318,SAMN05506874,SAMN05862128,SAMN05862070,SAMN09074392,SAMN08892076
1702	Mannheimia varigena	3.0	58667.333333333336	2201818.6666666665	2.6351198953141566	4	0	SAMN03081506,SAMN03081508,SAMN03081507,SAMN07967404
1703	Algibacter alginolytica	5.0	105046.0	3994770.0	2.6295881865539195	1	0	SAMN04156175
1704	Streptomyces sp. S10(2016)	4.0	238563.0	9083372.0	2.6263704712302878	1	0	SAMN04592628
1705	Haemophilus influenzae	2.6	49897.53333333333	1885195.4666666666	2.6251688393336514	54	0	SAMN02603157,SAMN02603991,SAMN02604259,SAMN02604260,SAMEA3138342,SAMEA2272570,SAMEA3138383,SAMN02603575,SAMN02800345,SAMN03093440,SAMN02595602,SAMN02595604,SAMN02595605,SAMN03450976,SAMEA2498480,SAMN05714732,SAMN04875536,SAMN06203601,SAMN06203603,SAMN06203638,SAMN06203639,SAMN06203648,SAMN06203650,SAMN06203655,SAMN06203656,SAMN06203483,SAMN09704916,SAMN09704917,SAMN09704911,SAMN09704928,SAMN09704892,SAMN09704927,SAMN09704896,SAMN09704905,SAMN07421898,SAMN07421927,SAMN07421929,SAMN07421944,SAMN07421919,SAMN07421955,SAMN07421913,SAMN07421951,SAMN07421947,SAMN07421940,SAMN07421894,SAMN07421872,SAMN07421892,SAMN07421918,SAMN07421937,SAMEA3867450,SAMEA3893456,SAMEA4030739,SAMEA3221101,SAMEA3207620,SAMEA2822163
1706	Bacillus weihaiensis	5.0	114011.0	4344873.0	2.6240352709964134	1	1	SAMN05178567
1707	Ensifer adhaerens	6.0	106816.0	4071185.0	2.6237078393637234	1	2	SAMN02781308
1708	Pseudomonas brassicacearum	7.25	178489.0	6797079.25	2.6152041038953153	4	0	SAMN02603052,SAMN02666520,SAMN03981709,SAMN04486788
1709	Lysinibacillus fusiformis	7.0	126323.0	4843789.0	2.60793771157249	1	0	SAMN02892976
1710	Corynebacterium kroppenstedtii	2.0	63767.0	2446804.0	2.6061343695694466	1	0	SAMN02603033
1711	Thermobispora bispora	5.0	109067.0	4189976.0	2.6030459363013057	1	0	SAMN00002587
1712	Caulobacter vibrioides	8.0	104638.5	4029938.0	2.595792912683599	4	0	SAMN02604005,SAMN02604151,SAMN06927532,SAMN06927531
1713	Planococcus maritimus	2.0	85125.0	3280721.0	2.594704029998284	2	3	SAMN05366382,SAMN06309415
1714	Terriglobus saanensis	5.0	131828.0	5095226.0	2.587284646451404	1	0	SAMN00100755
1715	Paenibacillus sp. LPB0068	8.0	119418.0	4627176.0	2.580796580895129	1	3	SAMN05933025
1716	Burkholderia ambifaria	2.888888888888889	64877.22222222222	2478991.888888889	2.577103811159471	9	3	SAMN02598385,SAMN02598309,SAMN03140296
1717	Glaciecola sp. 4H-3-7+YE-5	9.0	130183.0	5052309.0	2.5767030480518907	1	1	SAMN00713610
1718	Corynebacterium maris	4.0	71791.0	2787574.0	2.575393514217022	1	1	SAMN02603057
1719	Chromobacterium vaccinii	5.0	129747.0	5041230.0	2.5737171285579117	2	0	SAMN05761789,SAMN07311720
1720	Mesotoga prima	4.0	76287.0	2974229.0	2.5649336349016836	1	1	SAMN00025417
1721	Pseudohongiella spirulinae	2.0	85722.0	3345119.0	2.5625994172404627	1	0	SAMN04260401
1722	Streptomyces puniciscabiei	14.0	248529.0	9698948.0	2.56243254423057	1	0	SAMN05520841
1723	Bifidobacterium actinocoloniiforme	1.0	46880.0	1830060.0	2.5616646448750315	1	0	SAMN02442035
1724	Pseudomonas sp. A3(2016)	8.0	174315.0	6823539.0	2.554612789638925	1	0	SAMN04566726
1725	Xylanimonas cellulosilytica	5.0	95515.0	3742776.0	2.5519828063448093	1	1	SAMN00002456
1726	Calothrix sp. PCC 7507	9.0	179110.0	7023215.0	2.550256542053746	1	0	SAMN02261328
1727	Pseudomonas cremoricolorata	6.0	121901.0	4780403.0	2.550015134707262	1	0	SAMN03068908
1728	Pontibacter akesuensis	4.0	119798.0	4713421.0	2.541635894608184	1	1	SAMN04544428
1729	Pseudoalteromonas sp. OCN003	2.0	65712.5	2407993.5	2.538425761139643	2	0	SAMN03160553
1730	Rickettsia prowazekii	1.0	28176.0	1111219.4444444445	2.535539767766427	10	0	SAMN02604077,SAMEA3138318,SAMN02603542,SAMN02603543,SAMN02603544,SAMN02603546,SAMN02603547,SAMN01983875,SAMN01983876,SAMN04216069
1731	Cyanothece sp. ATCC 51142	8.0	96445.0	2681986.0	2.5323621208196396	2	4	SAMN02604312
1732	Streptococcus sp. oral taxon 431	4.0	55122.0	2177905.0	2.530964390090477	1	0	SAMN04435859
1733	Brachybacterium faecium	3.0	91385.0	3614992.0	2.527944736807163	1	0	SAMN00002685
1734	Francisella sp. TX077310	3.0	56540.0	2237379.0	2.5270640334069463	1	0	SAMN05464625
1735	Bacillus oceanisediminis	5.0	137782.0	5461741.0	2.5226754619085745	1	1	SAMN02470179
1736	Kosakonia cowanii	7.0	117055.0	4646998.0	2.518938032682605	1	2	SAMN06219867
1737	Chlamydia muridarum	1.0	27000.0	1072951.4285714286	2.5164233236504794	20	1	SAMN02603994,SAMN03081538,SAMN03097379,SAMN03097380,SAMN02402710,SAMN02402711,SAMN02402771,SAMN08595513,SAMN08595511,SAMN08595510,SAMN08595509,SAMN08595508,SAMN08595507,SAMN08595506,SAMN08595504,SAMN08595503,SAMN08595502,SAMN08595512,SAMN08595505,SAMN02630906
1738	Mycobacterium sinense	3.0	116627.0	4643668.0	2.511527525223595	1	0	SAMN02603865
